,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
29390,22545036,Cozy Room Close to Columbia,12541753,Yiou,Manhattan,Upper West Side,40.80034,-73.96127,Private room,39,3,1,2018-01-13,1,0,717.0,1,single
4755,3363462,Gorgeous Studio Apt Upper East Side,16968641,Tanya,Manhattan,Upper East Side,40.77486,-73.94857,Entire home/apt,185,5,18,2019-05-20,1,31,225.0,1,single
15998,12945400,Private Bedroom in Williamsburg,49836177,Ian,Brooklyn,Williamsburg,40.71264,-73.94751,Private room,66,1,1,2017-01-02,1,0,1093.0,1,single
42573,33046072,Large 2 Bed Woodside apt 10 Minutes from Manhattan,154525001,Rumana & Dan,Queens,Woodside,40.74443,-73.90885,Entire home/apt,125,1,14,2019-06-23,1,288,191.0,1,single
40631,31511086,Private cozy room in Manhattan,144006321,Lethy,Manhattan,Washington Heights,40.84282,-73.94133,Private room,45,1,13,2019-07-07,1,87,177.0,1,single
13308,10015258,Beautiful sunny bedroom Upper West,5041830,Edna,Manhattan,Upper West Side,40.80137,-73.9615,Private room,80,3,1,2016-07-06,1,0,1273.0,1,single
27339,21578157,Quaint and Large midtown 1Bed next to Empire state,156921633,Jamie,Manhattan,Kips Bay,40.74128,-73.98069,Entire home/apt,275,2,93,2019-06-18,1,66,196.0,1,single
6840,4887638,"Sunnyside, New York - Stay and get connected",25145883,Sp,Queens,Sunnyside,40.74461,-73.91514,Private room,40,2,2,2019-06-29,1,5,185.0,1,single
624,235960,"LES private apt, 1 bedroom & more",1236817,Blue,Manhattan,Lower East Side,40.72066,-73.98506,Entire home/apt,200,3,100,2018-05-28,1,191,582.0,1,single
26844,21292185,"Great shared room / Best price, high quality!",17706542,Sergey,Brooklyn,Bushwick,40.69731,-73.90824,Shared room,29,30,2,2018-12-19,6,324,377.0,1,single
7863,6014926,Charming Stylish E. Village Studio,820011,Ike,Manhattan,East Village,40.72646,-73.98685,Entire home/apt,140,7,59,2019-06-23,1,268,191.0,1,single
35952,28561620,Clean and private room in Murray Hill,26045887,Ivy,Manhattan,Murray Hill,40.74844,-73.97344,Private room,120,1,36,2019-06-19,2,180,195.0,1,single
32016,24993713,"Stylish, clean & quiet 1 bdr apt in Manhattan",27793336,Helen Maria,Manhattan,East Harlem,40.78877,-73.94647,Private room,170,2,5,2018-09-24,1,0,463.0,1,single
3195,1908767,Large Bedroom in the East Village,9888877,Jessica,Manhattan,East Village,40.72745,-73.98344,Private room,119,3,1,2013-12-15,1,0,2207.0,1,single
21964,17669867,"☀️Private, cozy & quiet room in Inwood Manhattan☀️",18217011,Zhoe,Manhattan,Inwood,40.86857,-73.91577,Private room,60,4,95,2019-07-01,1,323,183.0,1,single
3634,2185668,Clean Private Room in Chelsea apt,3579337,Nina,Manhattan,Chelsea,40.74106,-74.00262,Private room,80,30,8,2017-01-31,3,301,1064.0,1,single
26499,21094476,"Large, Charming & Sunny 2 Bedroom in Brooklyn!",33946068,Chris,Brooklyn,Crown Heights,40.67701,-73.96249,Entire home/apt,150,2,53,2019-06-05,1,160,209.0,1,single
21279,16923912,Charming 5 Bedroom House in Forest Hills NY,23262657,Maayan,Queens,Forest Hills,40.71848,-73.85025,Entire home/apt,400,2,9,2018-12-29,2,4,367.0,1,single
25733,20591404,Charming Room with Private Bathroom,126626529,Alfredo,Manhattan,Hell's Kitchen,40.76121,-73.99053,Private room,140,3,116,2019-06-22,2,82,192.0,1,single
20586,16363498,Sunny and large bedroom in Williamsburg Apartment,6842719,Shachi,Brooklyn,Williamsburg,40.71451,-73.93959,Private room,120,1,7,2019-05-22,2,89,223.0,1,single
35554,28221182,Immaculate -1/2 Block to train! Private Entrance!,107156,Michael,Brooklyn,Bushwick,40.70285,-73.91934,Private room,89,1,10,2019-06-30,1,247,184.0,1,single
23354,18908252,Master bedroom in a two bedroom apartment.,11555258,Patrick,Brooklyn,Kensington,40.64249,-73.97105,Shared room,60,4,1,2018-08-05,2,0,513.0,1,single
46721,35407072,Brooklyn Apartment/ Guaranteed Perfect Stay,106168229,Daniel,Brooklyn,Crown Heights,40.67585,-73.91808,Private room,30,1,1,2019-06-06,1,34,208.0,1,single
200,53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,2015-10-08,5,365,1545.0,1,single
5838,4261951,Beautiful 1 Bedroom in Midtown West,8533891,Lev,Manhattan,Hell's Kitchen,40.76443,-73.99184,Entire home/apt,225,3,2,2015-01-03,1,0,1823.0,1,single
17809,13961209,Fort Greene Studio with gardened backyard,83183600,Anthony,Brooklyn,Fort Greene,40.69626,-73.97276,Entire home/apt,90,3,5,2016-09-05,1,0,1212.0,1,single
15562,12522024,GREAT STUDIO IN HEART OF EAST VILLAGE!,10665495,Tom,Manhattan,East Village,40.72626,-73.9894,Entire home/apt,199,4,3,2017-05-29,1,0,946.0,1,single
17081,13545733,Ideal location for those new to New York!,5677896,Keryn,Manhattan,Inwood,40.86182,-73.93088,Private room,57,14,4,2018-08-17,1,0,501.0,1,single
45981,35012326,Your own apartment in Lower Manhattan,263777041,Chuck,Manhattan,Two Bridges,40.71089,-73.99671,Entire home/apt,109,1,9,2019-06-13,1,6,201.0,1,single
36176,28759953,SoHo 1BR Apartment,38042569,Michael,Manhattan,SoHo,40.72301,-74.0049,Entire home/apt,150,7,1,2018-10-26,1,0,431.0,1,single
20553,16349645,Studio in West Village,6335037,Eric,Manhattan,West Village,40.73243,-74.00932,Entire home/apt,220,4,1,2017-01-02,1,0,1093.0,1,single
37467,29733748,Chambers Queen - Modernist Room | Minutes from 5th,220229838,Chamber Hotel,Manhattan,Midtown,40.7637,-73.97422,Private room,191,2,5,2019-06-16,11,217,198.0,1,single
15117,12078997,Spacious Studio Apartment,5749328,Beth,Manhattan,Upper West Side,40.7771,-73.97729,Entire home/apt,160,3,36,2019-06-23,1,318,191.0,1,single
6257,4571518,Park Slope - Furnished  room in 2BR,23697064,Matt,Brooklyn,South Slope,40.66289,-73.98176,Private room,99,5,1,2015-10-09,1,0,1544.0,1,single
5700,4150932,Cozy Bedroom in BK Apt,7848968,Morgan,Brooklyn,Prospect Heights,40.67579,-73.9679,Private room,71,2,174,2019-07-03,2,3,181.0,1,single
35615,28284019,Spanish Harlem urban hang Suite,10828579,Najah,Manhattan,East Harlem,40.79916,-73.93959,Entire home/apt,125,7,5,2019-01-02,2,0,363.0,1,single
18119,14181565,Perfect blend of urban and village atmosphere,85914840,Gina,Queens,Forest Hills,40.71298,-73.83601,Private room,75,1,16,2017-07-30,1,0,884.0,1,single
32511,25485201,West Village Pied-à-Terre,8050394,Robert,Manhattan,West Village,40.73308,-74.00456,Entire home/apt,157,2,4,2018-09-09,1,0,478.0,1,single
12344,9529493,Large hip open-space loft,1461344,Adam,Brooklyn,Williamsburg,40.71218,-73.95766,Entire home/apt,245,3,20,2019-07-01,1,128,183.0,1,single
4847,3450210,Spacious Apt in Townhouse near Columbia University,17389236,Emilie,Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,2019-06-22,1,47,192.0,1,single
20405,16279328,Sunny and spacious Greenpoint Artists Haven (2 br),1154016,Amy,Brooklyn,Greenpoint,40.72287,-73.94135,Entire home/apt,135,5,13,2019-01-02,1,159,363.0,1,single
30494,23605375,Manhattan Gem,157658093,Kara,Manhattan,Morningside Heights,40.81453,-73.96141,Entire home/apt,125,3,3,2018-07-10,1,0,539.0,1,single
18495,14557713,Simple Williamsburg room in prime location!,14684457,Christine,Brooklyn,Williamsburg,40.71521,-73.96164,Private room,35,3,2,2016-08-31,1,0,1217.0,1,single
11027,8520094,Quaint 1 Bedroom in Happenin' E.V,44862166,Ed,Manhattan,East Village,40.72689,-73.98676,Entire home/apt,199,1,205,2019-07-06,1,349,178.0,1,single
12898,9821370,"Elegant, sunny and spacious room in Harlem",50588394,Alizé,Manhattan,Harlem,40.82391,-73.93881,Private room,80,1,28,2018-11-04,1,364,422.0,1,single
6349,4632795,Location Top Manhattan,3250450,Petya,Manhattan,Upper West Side,40.78628,-73.97264,Private room,100,30,12,2017-05-23,18,364,952.0,2,few
24875,19948170,Quiet Rare Superb West Village Apartment.,136300221,J,Manhattan,West Village,40.73319,-74.00435,Entire home/apt,225,10,8,2018-12-03,1,90,393.0,1,single
14030,10696159,Lovely BK 4-BR Duplex with Garden,55261821,Celine,Brooklyn,Park Slope,40.67631,-73.97224,Entire home/apt,425,5,2,2016-07-09,1,0,1270.0,1,single
5176,3738756,1 BR Beautiful Central Williamsburg,10675384,John,Brooklyn,Williamsburg,40.72037,-73.9596,Entire home/apt,140,30,21,2016-09-13,1,252,1204.0,1,single
20203,16164399,Lovely 3 Bedrm Apt Perfect for Groups & Families,1538057,Catherine,Brooklyn,Bedford-Stuyvesant,40.69501,-73.93363,Entire home/apt,25,2,50,2019-06-15,1,6,199.0,1,single
23071,18683699,"Private, artsy room steps from Prospect Park!!",11881734,Lauren,Brooklyn,Prospect-Lefferts Gardens,40.65475,-73.96186,Private room,80,1,24,2017-12-11,1,0,750.0,1,single
29801,22926900,House on a quiet dead-end street in hip Ridgewood,2256583,Kelli,Queens,Glendale,40.69507,-73.89599,Entire home/apt,195,5,1,2018-06-30,1,0,549.0,1,single
29961,23063403,Boutique stay in Church turned Apt. near BK museum,22375303,Elle,Brooklyn,Bedford-Stuyvesant,40.67966,-73.93045,Private room,65,1,70,2019-06-24,2,291,190.0,1,single
34053,26984883,HIGH END QUEEN BED -EXPOSED BRICK IN WILLIAMSBURG,121771546,Cherri,Brooklyn,Williamsburg,40.71185,-73.96292,Private room,95,2,41,2019-06-09,2,365,205.0,1,single
32379,25344841,Serene Flat on Tree-Lined Harlem Street,115738772,Alex,Manhattan,Harlem,40.816,-73.95348,Entire home/apt,130,3,10,2019-06-24,1,10,190.0,1,single
39153,30551020,2BR in Williamsburg | One block from Hewes JMZ,2324779,Erik,Brooklyn,Williamsburg,40.70898,-73.95391,Entire home/apt,250,6,1,2018-12-31,1,0,365.0,1,single
21772,17508709,Luxurious Manhattan 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,40.76589,-73.98434,Entire home/apt,199,30,6,2018-07-31,23,365,518.0,1,single
22802,18461296,Great Location TimeSquare studio APT,116848523,Brian,Manhattan,Hell's Kitchen,40.76341,-73.99051,Entire home/apt,119,1,12,2017-07-01,1,0,913.0,1,single
18489,14555440,Very Near Times Square! Perfect Location in NYC,57944900,Jorge,Manhattan,Hell's Kitchen,40.76104,-73.98831,Private room,250,2,66,2018-12-10,1,89,386.0,1,single
44704,34368310,NEW ! Chic Designer Blue,259468466,Jack,Manhattan,Lower East Side,40.71329,-73.98787,Private room,89,4,12,2019-07-03,2,168,181.0,1,single
14612,11542467,Manhattan Gem-Space & Convenience,52203920,Jennifer,Manhattan,Washington Heights,40.8348,-73.94067,Entire home/apt,150,2,119,2019-06-30,1,300,184.0,1,single
30293,23402559,Pretty room in the heart of the Lower East Side,4057381,Kar Man And Ariel,Manhattan,Lower East Side,40.71925,-73.99301,Private room,81,5,24,2019-07-04,1,164,180.0,1,single
12555,9652365,Sunny Room in Design Loft - Heart of Greenpoint,16356851,Sophia,Brooklyn,Greenpoint,40.73419,-73.95905,Private room,115,5,24,2019-05-19,2,179,226.0,1,single
47174,35615652,Room in a cozy Brooklyn apartment,19017210,Karl,Brooklyn,Bedford-Stuyvesant,40.67897,-73.94192,Private room,41,3,1,2019-07-02,1,57,182.0,1,single
10549,8102145,Charming UWS Private Room,26163238,Nadalie,Manhattan,Upper West Side,40.78856,-73.97368,Private room,115,1,1,2017-06-04,1,0,940.0,1,single
36310,28892979,4min subway.free parking big private room温馨漂亮大睡房,196058543,美德,Queens,Forest Hills,40.71984,-73.83969,Private room,78,2,28,2019-07-03,5,205,181.0,3,few
16163,13052968,Charming 1-BR Fort Greene Apartment,26959668,Flo And Erin,Brooklyn,Fort Greene,40.68748,-73.97397,Entire home/apt,125,3,19,2019-05-28,1,0,217.0,1,single
33434,26425943,Sunny Williamsburg 1 BR near Peter Luger's,50361964,Rikki,Brooklyn,Williamsburg,40.7108,-73.9618,Entire home/apt,225,1,3,2018-11-04,1,0,422.0,1,single
12671,9715973,Amazing view midtown studio,50157334,Ada,Manhattan,Kips Bay,40.74285,-73.97468,Entire home/apt,150,5,1,2015-12-27,1,0,1465.0,1,single
14956,11894427,Beautiful 2 Bedroom  Apt w/ One Bedroom for Rent,10750483,Mark,Manhattan,East Harlem,40.79556,-73.9325,Private room,89,4,1,2019-01-02,1,365,363.0,1,single
23602,19094695,Charming and cozy 1BR apartment / Heart of NYC,11687702,Rudy,Manhattan,Hell's Kitchen,40.76168,-73.99144,Entire home/apt,160,4,1,2017-08-18,1,0,865.0,1,single
9415,7221446,# sunny skylit sanctuary in the heart of BK! #,1903737,Natalie,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93384,Private room,29,3,30,2019-03-24,3,0,282.0,1,single
22733,18396281,Charming Sunny Oasis - 1 Block From Express Train!,228252,Kathleen,Manhattan,Harlem,40.82452,-73.94512,Private room,75,14,7,2018-09-30,2,310,457.0,1,single
9995,7688481,Perfect Location - Meticulously Kept Flat,12620454,Will,Brooklyn,Bushwick,40.70442,-73.92484,Entire home/apt,220,5,27,2017-01-01,1,0,1094.0,1,single
45481,34783887,Charming 1br in Morningside Heights,3138868,Wenfei,Manhattan,Morningside Heights,40.80535,-73.96307,Entire home/apt,140,4,1,2019-05-26,1,9,219.0,1,single
43734,33832027,Studio in an Upscale Beautiful Neighborhood,42422120,Yasmine,Queens,Forest Hills,40.7201,-73.83723,Shared room,60,2,2,2019-06-05,1,0,209.0,1,single
1285,553516,One Bdrm in Trendy Prospect Hts,2261381,Jennie,Brooklyn,Prospect Heights,40.68052,-73.97254,Entire home/apt,121,2,46,2017-01-02,1,0,1093.0,1,single
6529,4737830,great room in the best place,24459029,Nima,Brooklyn,Crown Heights,40.67083,-73.94944,Private room,44,1,3,2015-07-15,1,0,1630.0,1,single
794,283272,Stylish Garden House - Trendy area,524730,Oz,Brooklyn,Williamsburg,40.71422,-73.9484,Entire home/apt,100,19,5,2016-08-03,2,6,1245.0,2,few
41049,31919636,"LUMINOUS, COZY BR w/ personal BA + entrance in BK",29301386,Saya,Brooklyn,Williamsburg,40.70333,-73.94913,Private room,85,2,16,2019-07-01,1,11,183.0,1,single
44784,34399142,Cozy Studio! Easy Access to Train to Manhattan!,259683532,Jacob,Queens,Ridgewood,40.70576,-73.89808,Entire home/apt,99,3,10,2019-07-02,1,152,182.0,1,single
31267,24284162,"Books, music and Clinton Hill",80793056,Hazel,Brooklyn,Clinton Hill,40.69289,-73.96865,Private room,62,2,2,2018-05-07,1,0,603.0,1,single
21519,17223725,"Artistic Room with AC,3 Mins walk to the subway",37163867,Mada,Queens,Long Island City,40.75455,-73.92006,Private room,80,30,18,2019-07-01,1,92,183.0,1,single
33784,26776752,Private Room in Nolita/Soho (+ Balcony/Roof Deck),1462999,Ilya,Manhattan,Nolita,40.72341,-73.99426,Private room,120,4,37,2019-06-21,1,78,193.0,1,single
22081,17764129,One Bedroom Apartment in Williamsburg Brooklyn,121244117,Todd,Brooklyn,Williamsburg,40.71869,-73.95158,Entire home/apt,100,2,1,2017-03-24,1,0,1012.0,1,single
14530,11452547,"Family friendly, amazing garden in Cobble hill",1621363,Elizabeth,Brooklyn,Boerum Hill,40.68623,-73.98956,Entire home/apt,300,29,7,2019-01-13,2,312,352.0,1,single
25217,20186030,Private Room in Spacious Sunnyside Apartment,137625836,Evrim,Queens,Sunnyside,40.74082,-73.91874,Private room,60,4,3,2018-06-29,1,0,550.0,1,single
46563,35315486,Amazing 2 Bedroom Apt in Prime Chelsea,250767748,Ana,Manhattan,Chelsea,40.74625,-74.0,Entire home/apt,305,3,2,2019-07-04,1,242,180.0,1,single
26032,20773149,Nice room across the street from the high bridge.,128692351,Nahuel,Bronx,Highbridge,40.84103,-73.92701,Private room,42,2,62,2019-06-24,5,1,190.0,2,few
24655,19811196,Private Room Spacious Apartment UES/Spanish Harlem,122038325,Watson,Manhattan,East Harlem,40.78809,-73.94194,Private room,76,2,79,2019-05-08,1,11,237.0,1,single
28788,22232269,Cozy one bedroom apartment perfect for couples,145993199,Bradley,Brooklyn,Flatbush,40.63436,-73.96126,Entire home/apt,90,2,13,2019-04-07,1,5,268.0,1,single
32726,25783739,In the heart of the East Village,21507811,Livia,Manhattan,East Village,40.72727,-73.98272,Entire home/apt,159,2,6,2019-01-02,2,0,363.0,1,single
1465,656281,"QUIET, SPACIOUS, COMFORTABLE, & GREAT LOCATION",3180741,Manon,Brooklyn,Kensington,40.64573,-73.98013,Private room,72,1,48,2019-02-28,1,312,306.0,1,single
22696,18369887,Sunny & Spacious 1 Bedroom in Central Harlem!,2946771,Kara,Manhattan,East Harlem,40.8136,-73.93606,Entire home/apt,150,2,39,2019-05-27,1,0,218.0,1,single
27534,21676358,Incredible modern studio with all the amenities,55308025,Paul,Brooklyn,Downtown Brooklyn,40.69339,-73.98581,Entire home/apt,90,3,7,2019-06-23,1,0,191.0,1,single
28964,22305896,Charming Garden Apartment in Brooklyn Brownstone,530553,Jacob,Brooklyn,Bedford-Stuyvesant,40.68156,-73.92036,Entire home/apt,149,2,70,2019-07-01,1,309,183.0,1,single
34626,27466393,Sunny bdr w stunning view in prime Williamsburg!!!,8879096,Cristina,Brooklyn,Williamsburg,40.71688,-73.95107,Private room,65,3,6,2019-04-11,1,0,264.0,1,single
1406,629315,1BD brownstone apt in Fort Greene!,2397437,Lauren,Brooklyn,Fort Greene,40.68935,-73.9695,Entire home/apt,120,3,22,2015-10-28,1,189,1525.0,1,single
26198,20888611,Tristan's House,150038776,Jeny,Queens,Long Island City,40.76462,-73.9319,Private room,35,1,16,2019-07-07,1,95,177.0,1,single
34712,27527478,Great two Bedroom Apartment - 20 mins from NYC.,55184486,Amado,Brooklyn,Bushwick,40.68842,-73.91465,Entire home/apt,175,1,54,2019-07-02,2,137,182.0,1,single
18693,14798850,Cool Brooklyn spot,92441472,Scott,Brooklyn,Bedford-Stuyvesant,40.69576,-73.96137,Private room,37,2,1,2016-08-30,1,0,1218.0,1,single
10628,8172864,Your Convenient Sanctuary 1br apt.,3692257,Tasia,Brooklyn,Kensington,40.64277,-73.97947,Entire home/apt,81,1,1,2015-09-06,2,0,1577.0,1,single
14224,11003247,Two bedroom Apt. in Wash Heights,57097075,Matt,Manhattan,Washington Heights,40.84901,-73.93859,Entire home/apt,90,12,1,2016-08-16,1,0,1232.0,1,single
38872,30423571,Bushwick Bedroom,228420131,Jonathan,Brooklyn,Bushwick,40.69456,-73.90714,Private room,35,2,7,2019-05-31,1,35,214.0,1,single
9798,7541444,Beautiful treeline BK apartment!,1110017,Bettina,Brooklyn,Greenpoint,40.72402,-73.9415,Entire home/apt,149,5,2,2016-10-14,1,0,1173.0,1,single
22083,17764691,UWS Studio Apt (Between Columbus & Amsterdam Ave),120951063,Roxanne,Manhattan,Upper West Side,40.78549,-73.97664,Entire home/apt,97,3,4,2017-04-16,1,0,989.0,1,single
45799,34956747,"Beautiful studio 96
Walk to Central Park/Manhattan",49292376,Melissa,Manhattan,East Harlem,40.78707,-73.95121,Entire home/apt,145,2,1,2019-06-09,1,94,205.0,1,single
332,82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,2019-06-30,2,106,184.0,1,single
31931,24918572,The Crown,188391102,Alliot,Brooklyn,Crown Heights,40.67442,-73.94096,Entire home/apt,295,4,7,2019-05-10,2,343,235.0,1,single
38990,30467785,Private Chic Midtown 1 BD Apt Theater District,40245658,Alexa,Manhattan,Hell's Kitchen,40.76326,-73.99018,Entire home/apt,264,2,8,2019-07-01,3,2,183.0,1,single
37630,29838125,Beautiful Private Room 20 min to city X,24762401,Dee Daisy And Peter,Brooklyn,Bedford-Stuyvesant,40.68921,-73.95035,Private room,65,30,26,2019-06-24,4,361,190.0,1,single
30469,23580002,Classic Brooklyn Apartment,176245949,Tone,Brooklyn,Red Hook,40.67656,-74.01656,Entire home/apt,140,2,59,2019-07-03,1,77,181.0,1,single
20870,16529755,Super cozy room !CONVENIENT,1863597,Nicole,Manhattan,Chelsea,40.74324,-73.99586,Private room,115,1,9,2019-04-10,1,172,265.0,1,single
38218,30144337,Brooklyn Condo w/ City Views,44434863,Johnathan,Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,2018-12-28,1,365,368.0,1,single
4371,2942129,"Bright Large  Room near JFK, LGA & Train 2 beds",15009272,Yolanda,Queens,Woodhaven,40.69414,-73.86324,Private room,40,3,136,2019-06-09,2,291,205.0,1,single
33499,26494242,Sunny One Bedroom Heart of Lower East Side,10577999,Barak,Manhattan,Lower East Side,40.72135,-73.98391,Entire home/apt,200,4,3,2019-01-01,1,0,364.0,1,single
17680,13886618,"Cozy, quiet 1 bdrm centrally located",21003389,Alicia,Brooklyn,Crown Heights,40.66914,-73.9557,Private room,130,2,20,2019-05-19,1,89,226.0,1,single
4530,3139749,Room in Manhattan=15 min to TimesSq,7580038,Jack Andrew,Manhattan,Harlem,40.82584,-73.94673,Private room,500,1,3,2014-09-27,3,363,1921.0,1,single
46357,35220898,Cozy and bright room in Williamsburg,17950129,Pauline,Brooklyn,Williamsburg,40.7192,-73.94354,Private room,71,6,1,2019-06-10,1,20,204.0,1,single
10787,8303337,Your Riverside Romance: Sunny and Bright Apartment,8791857,Mario,Manhattan,Morningside Heights,40.81067,-73.96377,Entire home/apt,194,5,29,2019-06-22,1,102,192.0,1,single
36951,29382257,25 min to Manhattan: Bed in quiet apartment,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.67956,-73.91135,Shared room,35,1,13,2019-05-19,17,89,226.0,1,single
